"Shetland sheepdog, Shetland sheep dog, Shetland",0.46,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
collie,0.14,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Border collie,0.28,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Bouvier des Flandres, Bouviers des Flandres",0.12,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Rottweiler,0.24,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"German shepherd, German shepherd dog, German police dog, alsatian",0.12,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Doberman, Doberman pinscher",1.34,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
miniature pinscher,0.22,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Greater Swiss Mountain dog,0.54,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Bernese mountain dog,0.26,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Appenzeller,0.32,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
EntleBucher,0.56,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
boxer,0.62,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
bull mastiff,0.72,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Tibetan mastiff,0.8,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
French bulldog,0.28,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Great Dane,0.46,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Saint Bernard, St Bernard",0.48,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Eskimo dog, husky",0.26,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"malamute, malemute, Alaskan malamute",0.24,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Siberian husky,0.32,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"dalmatian, coach dog, carriage dog",0.48,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"affenpinscher, monkey pinscher, monkey dog",0.14,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
basenji,0.6,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"pug, pug-dog",0.06,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Leonberg,0.32,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Newfoundland, Newfoundland dog",0.12,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Great Pyrenees,0.24,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Samoyed, Samoyede",0.44,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Pomeranian,0.42,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"chow, chow chow",0.44,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
keeshond,0.54,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Brabancon griffon,0.38,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Pembroke, Pembroke Welsh corgi",0.5,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Cardigan, Cardigan Welsh corgi",0.7,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
toy poodle,0.16,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
miniature poodle,0.94,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
standard poodle,0.46,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Mexican hairless,0.54,dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"timber wolf, grey wolf, gray wolf, Canis lupus",0.16,wolf,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"white wolf, Arctic wolf, Canis lupus tundrarum",0.42,wolf,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"red wolf, maned wolf, Canis rufus, Canis niger",0.6,wolf,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"coyote, prairie wolf, brush wolf, Canis latrans",0.4,wolf,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"dingo, warrigal, warragal, Canis dingo",0.16,wild_dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"dhole, Cuon alpinus",1.12,wild_dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",0.52,wild_dog,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"hyena, hyaena",0.4,canine,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"red fox, Vulpes vulpes",0.8,fox,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"kit fox, Vulpes macrotis",0.14,fox,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Arctic fox, white fox, Alopex lagopus",0.32,fox,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"grey fox, gray fox, Urocyon cinereoargenteus",0.88,fox,canine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"tabby, tabby cat",0.5,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
tiger cat,0.48,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Persian cat,0.36,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Siamese cat, Siamese",0.22,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
Egyptian cat,0.84,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",0.72,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"lynx, catamount",0.18,cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"leopard, Panthera pardus",0.5,big_cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"snow leopard, ounce, Panthera uncia",1.2,big_cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"jaguar, panther, Panthera onca, Felis onca",0.94,big_cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"lion, king of beasts, Panthera leo",1.2,big_cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"tiger, Panthera tigris",0.56,big_cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"cheetah, chetah, Acinonyx jubatus",0.5,big_cat,feline,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"brown bear, bruin, Ursus arctos",0.88,bear,bear,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"American black bear, black bear, Ursus americanus, Euarctos americanus",0.58,bear,bear,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",0.66,bear,bear,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"sloth bear, Melursus ursinus, Ursus ursinus",0.5,bear,bear,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
mongoose,1.44,viverrine,viverrine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"meerkat, mierkat",0.12,viverrine,viverrine,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
tiger beetle,0.18,beetle,beetle,beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",0.52,beetle,beetle,beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
"ground beetle, carabid beetle",0.12,beetle,beetle,beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
"long-horned beetle, longicorn, longicorn beetle",0.56,beetle,beetle,beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
"leaf beetle, chrysomelid",0.88,beetle,beetle,beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
dung beetle,0.46,scarabaeid_beetle,scarabaeid_beetle,lamellicorn_beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
rhinoceros beetle,0.42,scarabaeid_beetle,scarabaeid_beetle,lamellicorn_beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
weevil,0.68,beetle,beetle,beetle,beetle,insect,arthropod,invertebrate,animal,organism,living_thing
fly,0.44,dipterous_insect,dipterous_insect,dipterous_insect,dipterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
bee,0.4,hymenopterous_insect,hymenopterous_insect,hymenopterous_insect,hymenopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"ant, emmet, pismire",0.26,hymenopterous_insect,hymenopterous_insect,hymenopterous_insect,hymenopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"grasshopper, hopper",0.54,orthopterous_insect,orthopterous_insect,orthopterous_insect,orthopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
cricket,0.5,orthopterous_insect,orthopterous_insect,orthopterous_insect,orthopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"walking stick, walkingstick, stick insect",0.12,phasmid,phasmid,phasmid,phasmid,insect,arthropod,invertebrate,animal,organism,living_thing
"cockroach, roach",0.86,dictyopterous_insect,dictyopterous_insect,dictyopterous_insect,dictyopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"mantis, mantid",0.46,dictyopterous_insect,dictyopterous_insect,dictyopterous_insect,dictyopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"cicada, cicala",0.5,homopterous_insect,homopterous_insect,homopterous_insect,homopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
leafhopper,0.38,homopterous_insect,homopterous_insect,homopterous_insect,homopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"lacewing, lacewing fly",0.78,neuropteron,neuropteron,neuropteron,neuropteron,insect,arthropod,invertebrate,animal,organism,living_thing
"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",0.28,odonate,odonate,odonate,odonate,insect,arthropod,invertebrate,animal,organism,living_thing
damselfly,0.34,odonate,odonate,odonate,odonate,insect,arthropod,invertebrate,animal,organism,living_thing
admiral,1.12,nymphalid,nymphalid,butterfly,lepidopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"ringlet, ringlet butterfly",0.58,butterfly,butterfly,butterfly,lepidopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",0.24,danaid,danaid,butterfly,lepidopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
cabbage butterfly,0.86,pierid,pierid,butterfly,lepidopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"sulphur butterfly, sulfur butterfly",0.36,butterfly,butterfly,butterfly,lepidopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"lycaenid, lycaenid butterfly",0.14,butterfly,butterfly,butterfly,lepidopterous_insect,insect,arthropod,invertebrate,animal,organism,living_thing
"starfish, sea star",1,echinoderm,echinoderm,echinoderm,echinoderm,echinoderm,echinoderm,invertebrate,animal,organism,living_thing
sea urchin,0.26,echinoderm,echinoderm,echinoderm,echinoderm,echinoderm,echinoderm,invertebrate,animal,organism,living_thing
"sea cucumber, holothurian",0.88,echinoderm,echinoderm,echinoderm,echinoderm,echinoderm,echinoderm,invertebrate,animal,organism,living_thing
"wood rabbit, cottontail, cottontail rabbit",0.48,rabbit,leporid,lagomorph,placental,mammal,vertebrate,chordate,animal,organism,living_thing
hare,0.44,leporid,leporid,lagomorph,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Angora, Angora rabbit",0.14,rabbit,leporid,lagomorph,placental,mammal,vertebrate,chordate,animal,organism,living_thing
hamster,0.16,rodent,rodent,rodent,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"porcupine, hedgehog",0.44,rodent,rodent,rodent,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"fox squirrel, eastern fox squirrel, Sciurus niger",0.74,tree_squirrel,squirrel,rodent,placental,mammal,vertebrate,chordate,animal,organism,living_thing
marmot,0.72,rodent,rodent,rodent,placental,mammal,vertebrate,chordate,animal,organism,living_thing
beaver,0.28,rodent,rodent,rodent,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"guinea pig, Cavia cobaya",0.4,cavy,cavy,rodent,placental,mammal,vertebrate,chordate,animal,organism,living_thing
sorrel,0.26,equine,odd-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
zebra,0.66,equine,odd-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"hog, pig, grunter, squealer, Sus scrofa",0.76,swine,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"wild boar, boar, Sus scrofa",0.64,swine,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
warthog,0.2,swine,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"hippopotamus, hippo, river horse, Hippopotamus amphibius",0.48,even-toed_ungulate,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
ox,0.54,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",0.46,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
bison,0.08,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"ram, tup",0.46,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",0.4,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"ibex, Capra ibex",0.34,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
hartebeest,0.92,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"impala, Aepyceros melampus",0.86,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
gazelle,1.44,ruminant,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Arabian camel, dromedary, Camelus dromedarius",0.8,camel,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
llama,0.1,even-toed_ungulate,even-toed_ungulate,ungulate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
weasel,0.6,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
mink,0.32,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"polecat, fitch, foulmart, foumart, Mustela putorius",0.22,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"black-footed ferret, ferret, Mustela nigripes",0.26,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
otter,0.5,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"skunk, polecat, wood pussy",0.58,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
badger,0.72,musteline_mammal,musteline_mammal,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
armadillo,0.72,edentate,edentate,edentate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"three-toed sloth, ai, Bradypus tridactylus",0.48,sloth,sloth,edentate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"orangutan, orang, orangutang, Pongo pygmaeus",0.2,anthropoid_ape,ape,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"gorilla, Gorilla gorilla",0.32,anthropoid_ape,ape,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"chimpanzee, chimp, Pan troglodytes",0.72,anthropoid_ape,ape,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"gibbon, Hylobates lar",0.52,anthropoid_ape,ape,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"siamang, Hylobates syndactylus, Symphalangus syndactylus",0.18,anthropoid_ape,ape,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"guenon, guenon monkey",0.38,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"patas, hussar monkey, Erythrocebus patas",0.62,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
baboon,0.12,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
macaque,0.16,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
langur,0.58,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"colobus, colobus monkey",0.34,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"proboscis monkey, Nasalis larvatus",0.46,old_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
marmoset,0.26,new_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"capuchin, ringtail, Cebus capucinus",0.74,new_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"howler monkey, howler",0.72,new_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"titi, titi monkey",0.46,new_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"spider monkey, Ateles geoffroyi",0.74,new_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"squirrel monkey, Saimiri sciureus",0.68,new_world_monkey,monkey,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Madagascar cat, ring-tailed lemur, Lemur catta",1.32,lemur,lemur,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"indri, indris, Indri indri, Indri brevicaudatus",0.6,lemur,lemur,primate,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"Indian elephant, Elephas maximus",0.52,elephant,elephant,pachyderm,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"African elephant, Loxodonta africana",0.64,elephant,elephant,pachyderm,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",0.14,procyonid,procyonid,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",0.56,procyonid,procyonid,carnivore,placental,mammal,vertebrate,chordate,animal,organism,living_thing
"barracouta, snoek",0.72,food_fish,food_fish,food_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
eel,0.16,soft-finned_fish,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.12,salmon,salmon,food_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
"rock beauty, Holocanthus tricolor",0.2,spiny-finned_fish,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
anemone fish,0.68,spiny-finned_fish,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
sturgeon,0.24,ganoid,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
"gar, garfish, garpike, billfish, Lepisosteus osseus",0.14,ganoid,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
lionfish,0.7,spiny-finned_fish,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
"puffer, pufferfish, blowfish, globefish",0.44,spiny-finned_fish,teleost_fish,bony_fish,fish,aquatic_vertebrate,vertebrate,chordate,animal,organism,living_thing
abacus,0.62,calculator,calculator,calculator,calculator,calculator,calculator,machine,device,instrumentality,artifact
abaya,0.2,robe,robe,robe,robe,robe,garment,clothing,consumer_goods,commodity,artifact
"academic gown, academic robe, judge's robe",0.18,gown,gown,gown,gown,gown,outerwear,clothing,consumer_goods,commodity,artifact
"accordion, piano accordion, squeeze box",0.54,free-reed_instrument,free-reed_instrument,free-reed_instrument,free-reed_instrument,free-reed_instrument,wind_instrument,musical_instrument,device,instrumentality,artifact
acoustic guitar,0.58,guitar,guitar,guitar,guitar,guitar,stringed_instrument,musical_instrument,device,instrumentality,artifact
"aircraft carrier, carrier, flattop, attack aircraft carrier",0.2,warship,warship,warship,warship,warship,military_vehicle,vehicle,conveyance,instrumentality,artifact
airliner,0.7,airplane,airplane,airplane,heavier-than-air_craft,aircraft,craft,vehicle,conveyance,instrumentality,artifact
"airship, dirigible",0.36,lighter-than-air_craft,lighter-than-air_craft,lighter-than-air_craft,lighter-than-air_craft,aircraft,craft,vehicle,conveyance,instrumentality,artifact
altar,0.54,structure,structure,structure,structure,structure,structure,structure,structure,structure,artifact
ambulance,0.06,car,car,car,car,motor_vehicle,self-propelled_vehicle,wheeled_vehicle,container,instrumentality,artifact
"amphibian, amphibious vehicle",0.2,motor_vehicle,motor_vehicle,motor_vehicle,motor_vehicle,motor_vehicle,self-propelled_vehicle,wheeled_vehicle,container,instrumentality,artifact
analog clock,1.02,clock,clock,clock,clock,timepiece,measuring_instrument,instrument,device,instrumentality,artifact
"apiary, bee house",0.98,shed,shed,shed,shed,shed,shed,outbuilding,building,structure,artifact
apron,0.28,protective_garment,protective_garment,protective_garment,protective_garment,protective_garment,protective_garment,clothing,consumer_goods,commodity,artifact
"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",0.44,bin,bin,bin,bin,bin,bin,bin,container,instrumentality,artifact
"assault rifle, assault gun",0.14,automatic_rifle,automatic_firearm,autoloader,firearm,gun,weapon,instrument,device,instrumentality,artifact
"backpack, back pack, knapsack, packsack, rucksack, haversack",0.5,bag,bag,bag,bag,bag,bag,bag,container,instrumentality,artifact
"bakery, bakeshop, bakehouse",0.72,shop,shop,shop,shop,shop,mercantile_establishment,place_of_business,establishment,structure,artifact
"balance beam, beam",0.54,gymnastic_apparatus,gymnastic_apparatus,gymnastic_apparatus,gymnastic_apparatus,gymnastic_apparatus,gymnastic_apparatus,sports_equipment,equipment,instrumentality,artifact
balloon,0.04,lighter-than-air_craft,lighter-than-air_craft,lighter-than-air_craft,lighter-than-air_craft,aircraft,craft,vehicle,conveyance,instrumentality,artifact
"ballpoint, ballpoint pen, ballpen, Biro",0.82,pen,pen,pen,pen,pen,pen,writing_implement,implement,instrumentality,artifact
Band Aid,0.5,adhesive_bandage,adhesive_bandage,adhesive_bandage,adhesive_bandage,adhesive_bandage,bandage,dressing,cloth_covering,covering,artifact
banjo,0.18,stringed_instrument,stringed_instrument,stringed_instrument,stringed_instrument,stringed_instrument,stringed_instrument,musical_instrument,device,instrumentality,artifact
"bannister, banister, balustrade, balusters, handrail",0.64,barrier,barrier,barrier,barrier,barrier,barrier,barrier,obstruction,structure,artifact
barbell,0.28,weight,weight,weight,weight,weight,weight,sports_equipment,equipment,instrumentality,artifact
barber chair,0.46,chair,chair,chair,chair,chair,seat,furniture,furnishing,instrumentality,artifact
barbershop,0.52,shop,shop,shop,shop,shop,mercantile_establishment,place_of_business,establishment,structure,artifact
barn,0.32,farm_building,farm_building,farm_building,farm_building,farm_building,farm_building,farm_building,building,structure,artifact
barometer,0.58,measuring_instrument,measuring_instrument,measuring_instrument,measuring_instrument,measuring_instrument,measuring_instrument,instrument,device,instrumentality,artifact
"barrel, cask",0.46,vessel,vessel,vessel,vessel,vessel,vessel,vessel,container,instrumentality,artifact
"barrow, garden cart, lawn cart, wheelbarrow",0.64,handcart,handcart,handcart,handcart,handcart,handcart,wheeled_vehicle,container,instrumentality,artifact
baseball,0.62,ball,ball,ball,ball,ball,ball,game_equipment,equipment,instrumentality,artifact
basketball,0.96,ball,ball,ball,ball,ball,ball,game_equipment,equipment,instrumentality,artifact
bassinet,0.84,baby_bed,baby_bed,baby_bed,baby_bed,baby_bed,baby_bed,furniture,furnishing,instrumentality,artifact
bassoon,0.22,double-reed_instrument,double-reed_instrument,double-reed_instrument,beating-reed_instrument,woodwind,wind_instrument,musical_instrument,device,instrumentality,artifact
"bathing cap, swimming cap",0.26,cap,cap,cap,cap,cap,headdress,clothing,consumer_goods,commodity,artifact
bath towel,0.34,bath_linen,bath_linen,bath_linen,bath_linen,bath_linen,linen,white_goods,drygoods,commodity,artifact
"bathtub, bathing tub, bath, tub",0.72,vessel,vessel,vessel,vessel,vessel,vessel,vessel,container,instrumentality,artifact
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.28,car,car,car,car,motor_vehicle,self-propelled_vehicle,wheeled_vehicle,container,instrumentality,artifact
"beacon, lighthouse, beacon light, pharos",1.14,tower,tower,tower,tower,tower,tower,tower,tower,structure,artifact
beaker,0.82,jar,jar,jar,jar,jar,jar,vessel,container,instrumentality,artifact
"bearskin, busby, shako",0.62,hat,hat,hat,hat,hat,headdress,clothing,consumer_goods,commodity,artifact
beer bottle,0.32,bottle,bottle,bottle,bottle,bottle,bottle,vessel,container,instrumentality,artifact
beer glass,0.76,glass,glass,glass,glass,glass,glass,glass,container,instrumentality,artifact
"bell cote, bell cot",0.24,shelter,shelter,shelter,shelter,shelter,shelter,shelter,protective_covering,covering,artifact
bib,0.36,piece_of_cloth,piece_of_cloth,piece_of_cloth,piece_of_cloth,piece_of_cloth,piece_of_cloth,piece_of_cloth,piece_of_cloth,fabric,artifact
"bicycle-built-for-two, tandem bicycle, tandem",0.26,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle,wheeled_vehicle,container,instrumentality,artifact
"bikini, two-piece",0.06,swimsuit,swimsuit,swimsuit,swimsuit,swimsuit,garment,clothing,consumer_goods,commodity,artifact
"binder, ring-binder",0.14,protective_covering,protective_covering,protective_covering,protective_covering,protective_covering,protective_covering,protective_covering,protective_covering,covering,artifact
"binoculars, field glasses, opera glasses",0.22,optical_instrument,optical_instrument,optical_instrument,optical_instrument,optical_instrument,optical_instrument,instrument,device,instrumentality,artifact
birdhouse,0.28,shelter,shelter,shelter,shelter,shelter,shelter,shelter,protective_covering,covering,artifact
boathouse,0.28,shed,shed,shed,shed,shed,shed,outbuilding,building,structure,artifact
"bobsled, bobsleigh, bob",0.14,sled,sled,sled,sled,sled,sled,vehicle,conveyance,instrumentality,artifact
"bolo tie, bolo, bola tie, bola",0.16,necktie,necktie,necktie,necktie,neckwear,garment,clothing,consumer_goods,commodity,artifact
"bonnet, poke bonnet",0.14,hat,hat,hat,hat,hat,headdress,clothing,consumer_goods,commodity,artifact
bookcase,0.14,furniture,furniture,furniture,furniture,furniture,furniture,furniture,furnishing,instrumentality,artifact
